Aryan Eye Clinic And Day Care Surgery Centre,"202,Vinita APPT,Nr Malhar Theatre,Nr Vodafone office,Gokhale Rd,Naupada,Thane",Maharashtra,Thane,400092,9820124300,rohit.hargave@gmail.com
Aryan Hospital,"D-28/29, S G Barve Marg Near Kurla Station East 400024",Maharashtra,Mumbai,400024,25275999,ARYAN.HOSPITAL@REDIFFMAIL.COM
Aryan Hospital,"Old Railway Road, Gurgaon",Haryana,GURUGRAM,122001,9310536731,BILLING.ARYANHOSPITAL@GMAIL.COM
Aryan Hospital,"BUGRASI ROAD NAHER KA PULL,SIYANA",Uttar Pradesh,Siyana,203412,9897218683,ARYANHOSPITALSIYANAA@GMAIL.COM
Aryan Surgical Centre & Hospital,"117/O/686 Geeta Nagar,(Between 9 No.Crossing & Chhapera Pulla)",Uttar Pradesh,KANPUR NAGAR,208025,9319777678,tpa.aryanhosp@gmail.com
Aryavart Hospital,"NH334, Daurala Sugar Mills, Uttar Pradesh 250110",Uttar Pradesh,Meerut,250110,7055218361/7055218362,AHPANEL19@GMAIL.COM
Aryavrat Multispeciality Hospital,"Aryavrat Multispeciality Hospital, Deshrakshak Mode ,Laksar Road ,Kankhal Haridwar",Uttarakhand,Haridwar,249408,7455820007,ARYAVRATHOSPITAL@GMAIL.COM
As Nursing Home,No27 E Pattunoolkara Street,Tamil Nadu,Ariyalur,621704,4644321811,ASNURSINGHOMEALR@GMAIL.COM
ASANSOL HEALTHWORLD PRIVATE LIMITED,"427, BLOCK - A , SRISTINAGAR , NEAR ASANSOL RAMKRISHNA MISSION",West Bengal,PASCHIM BARDHAMAN,713305,9046224438,INSURANCE@ASNHWH.COM
Asansol Medical Centre Pvt Ltd,"GT Road West,Lower Chelidanga,Paschim Bardwan",West Bengal,Asansol,713304,7098385691,cashless.amc@gmail.com
Asansol West End Clinic & Nursing Home,"Vidya Sagar Sarani, Kumarpur,G.T.Road West, Asansol-713304, West Bengal
Asansol",West Bengal,PASCHIM BARDHAMAN,713304,8972592681,WESTENDNURSINGHOMEASANSOL@GMAIL.COM
Asarfi Hospital Pvt Ltd,"Baramuri, P.O- Bishnupur Polytechnic",,,828130,9431120153,TPA_ASARFIHOSPITAL@HOTMAIL.COM
Ascent  Ent Hospital And Medical Centre,"Harikkara Street Court Road, Sulthanpet",Kerala,Palakkad,678001,7907962081,entascentpkd@gmail.com
Ascent Ent Hospital,Calicut Road Perinthalmanna,Kerala,MALAPPURAM,679322,9847705806,ENTASCENT@GMAIL.COM
Ascent Ent Hospital (Shaaz Healthcare Llp),"2/2525, NOVA ARCADE, MALAPARAMBA, NEAR SAROJ LABORATORY, Koduvally",Kerala,Calicut,673009,2370707,ENTASCENTCLT@GMAIL.COM
Asclepius Hospital,"Morar Gaushala Ke Pass, Lal Tipara Morar",Madhya Pradesh,Gwalior,474009,9650732878,ASKLEPIUSGWALIOR@GMAIL.COM
Asg Eye Hospital,"Nigotia Tower , C-10",Madhya Pradesh,Gwalior,474011,8875020446,GWALIOR@ASGEYEHOSPITAL.COM
"Asg Eye Hospital, Amritsar","Plot No 3, Mukut House, Mall Road, opp. Company Bagh, Amritsar, Punjab",Punjab,Amritsar,143001,2920002,amritsar@asgeyehospital.com
"Asg Eye Hospital,Indore", Plot No 9/1/3 First Floor Embassy Building ,Madhya Pradesh,Indore,452001,7742370701,ujjain@asgeyehospital.com
Asg Hospital,"Plot No: 33,38/3,38/4, Shree Giriraj Complex",Madhya Pradesh,Sehore,466001,299330,CASHLESS@ASGEYEHOSPITAL.COM
ASG HOSPITAL,"V-21A, Atta Market, Opposite Vinayak Hospital ,Sector -27, Noida, Uttar Pradesh, 201301",Uttar Pradesh,Noida,201301,8875004040,CASHLESS@ASGEYEHOSPITAL.COM
Asg Hospital Private Limited,"PLOT NO 588/978, UPPER GROUND FLOOR, BALARAM PLACE, BAHARABISINAGAR, OPP. MADHUPATNA POLICE STATION, LINK ROAD, CUTTACK. ORISSA 753010",,,753010,9668556804,ASGCTC.CASHLESS@GMAIL.COM
Asg Hospital Private Limited,"OFFICE NO.601/602/603/604 6TH FLOOR,GOODWILL EXCELLENCY, SECTOR 17,VASHI,NAVI MUMBAI,MAHARASHTRA,400703",Maharashtra,Thane,421301,8875020446,TPAVASHI@GMAIL.COM
Asg Hospital Private Limited,"JASH BRYANT, OPP. OLD RTO, BESIDE VANITA VISHRAM G RING ROAD, ATHWAGATE, NEAR. TO MAHAVEER HOSPITAL  ,KASAR THAL RESTURENT, PIN- 395001",,,395001,0261-2651401,surat@asgeyehospital.com
Asg Hospital Pvt Ltd,"Ward No -40,SMC,PS-BhaktNagar,Parnami Mandir Road",West Bengal,Jalpaiguri,735101,8875020446,SILIGURI@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"149 B.T.Road,PS-Kharda,PO-Kamarhati",West Bengal,North 24 Parganas,700058,8875020446,CLAIMS@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Amaze Plaza,M.D Saha Road,Opp Hotel Hornbill Road,Paltan Bazar",Assam,KAMRUP METRO,781008,2738992,GUWAHATIPB@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Swadhas Sharda Complex,Khagual Road, Saguna , Near Canara Bank, Danapur",Bihar,Rohtas,801503,222220,CASHLESS@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"D R Plaza , 1st & 2nd Floor, Subhash Nagar",Madhya Pradesh,Ujjain,456010,7742370701,UJJAIN@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,Mahadev commercial complex ,Madhya Pradesh,Bhopal,462016,8875020446,bhopal@asgeyehospital.com
Asg Hospital Pvt Ltd,"Beena Imperia, VIP Road,Laharia Sarai",Bihar,Darbhanga,846001,8895020446,DARBHANGA@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Hathi chowk, Hording No-457 D, Ward No-35, P.S-Mithanpura, PO-Ramna",Bihar,Muzaffarpur,842002,8895020446,MUZAFFARPUR@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,70/2 Deshpran Shasmal Rd Tollygunge Kolkata,West Bengal,Kolkata,700033,0,KOLKATATOLLY@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"124, Near Shastri Bridge,
",Madhya Pradesh,Jabalpur,482002,0761-2998081,JABALPUR@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"2Nd Floor, Jaikul Arcade, Manpada Road",Maharashtra,Thane,421201,8875020446,CASHLESS@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"No.861, Ch-3 , Narayana Shastri Road , Mysuru, Karnataka",Karnataka,Mysuru,570024,8875020154,CASHLESS@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Shubham Redstone, 1st floor, GS stone, Downtown",Assam,KAMRUP METRO,781006,7670006903,GUWAHATI@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Alcove Gloria, 403/1 Dakshindari Road,VIP Road",West Bengal,North 24 Parganas,700048,8875020446,CLAIMS@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Navin Plaza, Near Anzaanpeer Chowk, Anzanpeer",Bihar,Vaishali,844101,8407803823,HAJIPUR@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"1st Floor, Plot No. 493/1629, Kharabela Nagar, Near Shriya Talkies",Odisha,Khordha,751001,8875020446,bhubaneswar@asgeyehospital.com
ASG HOSPITAL PVT LTD,22/5 New Municipal No 58/43 Haridwar Road,Uttarakhand,Dehradun,248001,8875020446,DEHRADUN@ASGEYEHOSPITAL.COM
ASG HOSPITAL PVT LTD,"House No-33/19B/2, Lal Bahadur Shastri Marg (Elgin Road)",Uttar Pradesh,Prayagraj,211001,8875020154,PRAYAGRAJ@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"159, Dhalbun Road Snp Area Sakchi Jamshedpur Jharkhand",Jharkhand,EAST SINGHBUM,831002,8875020446,jamshedpur@asgeyehospital.com
Asg Hospital Pvt Ltd,Shakti Nagar Building At Shanti Nagar Main Road,Chhattisgarh,Raipur,492001,8875020446,raipur@asgeyehospital.com
Asg Hospital Pvt Ltd,"Unit No. G1, Ground Floor, Ozone Centre, Ashok Nagar",,,828106,8875020446,dhanbad@asgeyehospital.com
Asg Hospital Pvt Ltd,"House No 30, Sainik Colony, Near Sugan Singh Circle",Rajasthan,Nagaur,341001,246500,NAGAUR@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Old R.K Avenue, Rajendra Nagar, and Near Dinkar Golamber-Patna",Bihar,Rohtas,800004,8875020446,PATNA@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Near Khadi Emporium, Opp Khaturia House, Rani Bazaar, Bikaner",Rajasthan,Bikaner,334001,8875020446,BIKANER@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"Plot No. 7&8, Manji Ka Hatha, Poata, Jodhpur",Rajasthan,Jodhpur,342009,8875020446,PAOTA@ASGEYEHOSPITAL.COM
Asg Hospital Pvt Ltd,"7c-2 Meera Marg, Near Mirabai Girls College, Madhuban, Udaipur",Rajasthan,Udaipur,313001,8875020446,udaipur@asgeyehospital.com
Asg Hospital Pvt Ltd,Plot No. 136 B Sector A Saraswati Nagar Basni Jodhpur,Rajasthan,Jodhpur,342001,2720186,SARASWATINAGAR@ASGEYEHOSPITAL.COM
ASG HOSPITAL PVT LTD,"Commercial Unit A & B, Regent Tower, Opp. Aadiwashi Hostel, Karam Toli Chowk, Ranchi, Jharkhand - 834001",Rajasthan,Jodhpur,342001,7004550165,RANCHI@ASGEYEHOSPITAL.COM
"Asg Hospital Pvt Ltd, Ludhiana","Plot no 9B, malhar Cinema road, B-block, sarabha nagar",Punjab,Ludhiana,141001,4503777,ludhiana@asgeyehospital.com
"Asg Hospital Pvt Ltd, Srinagar","MA Plaza, S K Colony,Sector-1, near ansari house, main qammarwari road, Qammarwari",Jammu Kashmir,Srinagar,190010,2490212/18,SRINAGAR@ASGEYEHOSPITAL.COM
Asg Hospital Pvt. Ltd.,"Ground Floor, Cello Platina, ",Maharashtra,Pune,411005,8875020446,PUNE@ASGEYEHOSPITAL.COM
Asg Hospital Pvt. Ltd.,"House No. 15 / 153 / A 2, Audi Showroom, 1st & 2nd Floor, ",Goa,NORTH GOA,403002,2993993,GOA@ASGEYEHOSPITAL.COM
Asg Hospital Pvt. Ltd.,"Shop No. 12, Bosco Center Mall, ",Maharashtra,Nashik,422005,0253-2380911,CASHLESS@ASGEYEHOSPITAL.COM
Asg Hospital Pvt. Ltd.-Aurangabad,"Ag Prime House No. 5-5-57, ",Maharashtra,Aurangabad,431001,8875020446,CASHLESSAUB@GMAIL.COM
Asg Hospital Pvt. Ltd.-Pune,"168/2, Office No 401,402 4Th Floor Rkl Business Centre Kokane Chowk, Pimple Soudagar , Pune Maharashtra 411027
",Maharashtra,Pune,411027,9251641192,PIMPRI@ASGEYEHOSPITAL.COM
"Asg Hospital, Kanpur","Plot no 302, Block- HNS, Harinath Scheme, Forst Shastri Nagar",Uttar Pradesh,KANPUR NAGAR,208012,8875020446,kanpur@asgeyehospital.com
Asg Hospitals Pvt Ltd,"GROUND FLOOR, CORPORATE PLAZA, GOPAL VIHAR COLONY, NEAR AGR AUTOMOBILES, MAHMOORGANJ, ",Uttar Pradesh,Varanasi,221010,8875020446,VARANASI@ASGEYEHOSPITAL.COM
Asg Hospitals Pvt Ltd,"Plot No. C-20-A, Ground Floor, Jtn Anukampa Plaza, Bhagwan Das Road, C-Scheme, Jaipur",Rajasthan,Jaipur,302020,8875006529,JAIPUR@ASGEYEHOSPITAL.COM
Asg Hospitals Pvt Ltd,"Plot No. 1, Shyam Nagar, Pal Link Road, Jodhpur",Rajasthan,Jodhpur,342003,8875020446,cashless@asgeyehospital.com
Asha Bal & Netra Rugnalaya,"14/41/2, Sambhaij Chowk,",Maharashtra,ICHALKARANJI,416115,9921107330,ashabalandnetra.ichalkaranji@gmail.com
Asha Hospital,Purushottam NagarJamner Road Near Gayatri Pith,Maharashtra,Jamner,425201,9823120405,ASHAHOSPITAL.BHUSAWAL@GMAIL.COM
Asha Hospital,"19-66/11 Prashant Nagar, Phase 2,",Telangana,Hyderabad,500062,27136109,ashahospitalkapra@gmail.com
Asha Hospital,"Akurli Cross Rd No.1, Nr. Railway Station, Mangalam Dairy Lane, Kandivli (E)",Maharashtra,Mumbai,400101,022-28867242,ASHAHOSPITAL@YMAIL.COM
Asha Hospital,"89/276 Muir Road, Rajapur, Prayagraj,Uttar Pradesh",Uttar Pradesh,Prayagraj,211001,9452979134,ASHA.HOSPITAL2004@GMAIL.COM
Asha Hospital,"B-68, VIKAS NAGAR, PHASE-II, BUDH BAZAR ROAD,UTTAM NAGAR",Delhi,Uttam Nagar,110059,9818560225,TPAASHAHOSPITAL2012@GMAIL.COM
Asha Hospital,"National Highway No.7, Ner Lekhanagar Contonment, Khamptee",Maharashtra,Nagpur,441001,7887889055,ASHOKINHOSPITAL@GMAIL.COM
Asha Hospital & I.C.C.U,"ASIATIC SOCIETY, PLOT NO 134,",Maharashtra,Raigad,400708,9967116218,ASHAHOSPITALAIROLI@GMAIL.COM
Asha Maternity And General Hospital,"Pooja Building, Pushpa Park",Maharashtra,Mumbai,400097,28887520,tpa.ashahospitalmalad@gmail.com
Asha Multispeciality Hospital And Diagnostic,"Plot No.10, Sector-6 Roadpali,D Mart",Maharashtra,Raigad,410218,7208032921/22,ashahospital6@gmail.com
Asha Nursing Home,Baliram Mhatre Commercial Complex,Maharashtra,Raigad,410206,9324271999,ASHANURSINGHOME2021@GMAIL.COM
Asha Nursing Home,"New Hospital Road, Rampurhat, Birbhum 731224",West Bengal,Birbhum,731224,9051900046,ashanursinghome.mediclaim@gmail.com
Asha Nursing Home Diagnostic Centre & Polyclinic,"1052 & 1056 Nawabhat, G.T Road, Burdwan, 713104",West Bengal,Burdwan,713104,8436114380,ASHANURSINGHOME6@GMAIL.COM
Asha Shashi Hospital,"Talgaria More, Solagidih, Chas Bokaro",Jharkhand,Bokaro Steel City,827013,6542319396,ASHAHOSPITAL2018@GMAIL.COM
Ashadeep Hospital,"B-36/7, Infront Of Water Tank, New Rajendra Nagar, Raipur( C.G), Pin-492001",Chhattisgarh,Raipur,492001,07714034949,ASHADEEPHOSPITAL@YAHOO.IN
Ashadeep Nursing Home & Diagnostic Centre,"Raghunathganj,(Near Bus Stand), Po+Ps-Raghunathganj, Dist- Murshidabad, Pin- 742225, West Bengal",West Bengal,Murshidabad,742225,271294,ASHADEEP.TPA@GMAIL.COM
Ashakiran Maternity 
hospital,"Jagadal Road, 
Opp Keb Banahatti",Karnataka,Rabkavi Banhatti,587311,9902895357,ASHAKIRANMHOSPITAL@GMAIL.COM
Ashirvad Childrens Hospital,"1St Floor, Om Enterprise Complex, Anjar - 370110
",Gujarat,Anjar,370110,6351719878,ASHIRVADCHILDRENSHOSPITAL@GMAIL.COM
Ashirvad Hospital,"OPP.POLO GROUND, NR.LAD BHAVAN",Gujarat,Vadodara,390001,9714149978,tpa.shreejikrupa@gmail.com
Ashirvad Multi Speciality Hospital (A Unit Of Ashirwad Health Services Pvt Ltd),B 38/1 -C Birdopur Mahmoorganj Varanasi 221010,Uttar Pradesh,Varanasi,221010,2363534,ahrc2710@gmail.com
Ashirwad Critical Care Unit And Multispeciality Hospital,"Trilok Heights, Mulund East, Mumbai",Maharashtra,Mumbai,400081,8516995031,ACCUNITEAST@GMAIL.COM
Ashirwad Hospital,CIRCULAR ROAD IN BETWEEN GHANTA GHAR AND DINOD GATE,Haryana,Bhiwani,127021,8569998569,ASHIRWADBWN@GMAIL.COM
Ashirwad Hospital And Polyclinic,"101, 102, 103, Anurag Business Centre, Near Amar Theatre, Chembur , Mumbai",Maharashtra,Mumbai,400071,022 - 25208492 / 67988246 / 25211951,manisha.ashirwad@gmail.com
Ashirwad Laser Phaco Eye Hospital,"Ig Office Road, Nehru Chowk, Bilaspur (C.G)",Chhattisgarh,Bilaspur,495001,502070,CASHLESS.ASHIRWADEYEHOSPITAL@GMAIL.COM
Ashirwad Maternity And General Hospital,"Samir Apartment, Sector K-7, (A) Jesal Park, Bhayandar (E)",Maharashtra,Mumbai,401105,9820048361,rajendranagarkatti@gmail.com
Ashirwad Maternity And Nursing Home,"E-5 Highland Park, Jay Shastri Nagar G.G.S Road, Mulund Colony, Mulund -West",Maharashtra,Mumbai,400082,9619763206,ASHIRWADHOSPITAL61@GMAIL.COM
Ashirwad Maternity And Nursing Home,"01-01, Harsh Apartment, A/5, Anand Nagar, Off C. S. Road, Opp. Vijaya Bank",Maharashtra,Mumbai,400068,022 - 28482410 / 28965137,KIRANHOSP@GMAIL.COM
Ashirwad Multispeciality Hospital,"33 Ft.Road,Near Bohra Public School,Bhagat Singh Colony,Ballabgarh, Faridabad",Haryana,Faridabad,121004,2977222,ASHIRWADHOSPITAL022@GMAIL.COM
Ashirwad Multispeciality Hospital,"Hanuman Nagar, Ugaon Road, Niphad, Tal +Dist- Nashik",Maharashtra,Niphad,422303,9422956161,AMHCLAIMNIPHAD@GMAIL.COM
Ashirwad Nursing Home,Rajgir Sadan Ground Floor Laxmi Bag Opp Sion Railway St. Sion W,Maharashtra,Mumbai,400022,9869055473,ashirwadnurshinghome@gmail.com
Ashirwad Nursing Home,"Tulinj Road, Nr. Nalasopara Station,",Maharashtra,Mumbai,401209,9320391246,JRDASHIRWAD63@GMAIL.COM
Ashirwad Urology And Laparoscopy Hospital,"1st floor, Amkay Plaza, opp. Vikrant Bldg, Nr Hemmady Regency, Malbhat, Margao,GOA 403601",Goa,Margao,403601,9662736468,ashirwadhospitalgoa@gmail.com
Ashish Hospital,"PLOT NO. 10, RANJANVAN Hsg. SOCIETY,",Maharashtra,Aurangabad,431001,2381384,ashishhospitalaurangabad@gmail.com
Ashish Hospital,"1309/A, Napier Town, Near Home Science College Road, Jabalpur, Madhyapradesh",Madhya Pradesh,Jabalpur,482002,9662736507,ashishhospitaljbp@gmail.com
Ashok Hospital,"# 65 Nhcs Layout, 3rd Stage, Basaveshwaranagar, Bangalore",Karnataka,Bengaluru,560079,9427431474,ashokhospital79@gmail.com
Ashok Hospital,"Panorama Park, Ground Floor, Shiv Vallabh Road, Dhaisar, Mumbai",Maharashtra,Mumbai,400068,9324718606/9324695711,TPA23ASHIKHOSPITAL@GMAIL.COM
Ashok Hospital & Research Centre(Neer-Sagar Colony),"Neer-Sagar Colony, Main Ajmer Road, Bhankrota Choraha",Rajasthan,Jaipur,302001,0141-2250123,
Ashok Nursing Home And Healthcare Private Limited ,"1/402, JODHPUR PARK, GARIAHAT ROAD,KOLKATA-700068",West Bengal,Kolkata,700068,9836702117,ASHOKNH.TPA@GMAIL.COM
Ashok One Hospital,"Sadguru Heights 1,Ashokvan,Dahisar East, Mumbai, Maharashtra-400068",Maharashtra,Mumbai,400068,2249397070,ASHOKONEHOSPITAL@GMAIL.COM
Ashoka Hospital,South Bazar,Kerala,Kannur,670002,4972704580,ashokahospital2009@gmail.com
Ashoka Hospital,BEHIND AMRUTH THEATRE VIDYA NAGAR,Karnataka,Hubballi,580021,2373778,ashokahospitalhbl@gmail.com
Ashoka Hospital ( A Unit Of White Feather Healthcare Pvt Ltd),Road No-1 Juran Chapra,Bihar,Muzaffarpur,842001,9262398991,ashokahospitalmfp@gmail.com
Ashoka Ivf Care And Multi Speciality Hospital,"310/2A,Saket Nagae",Madhya Pradesh,Bhopal,462024,4950690,ASHOKAIVFCARENMULTI@GMAIL.COM
Ashoka Medicover Hospital ( Sahrudaya Helathcare Pvt Ltd),"Plot no 02 ,Survey No 113/2/A ,Wadala Shivar ,Indira Nagar",Maharashtra,Nashik,422009,7304708855,insurance.amc@medicoverhospitals.in
Ashoka Sanjeevini Hospital,"Opp.To Science Field, Beside Meenakshi Bhavan B.H.Road, Shivamogga",Karnataka,Shimoga,577201,9900767824,ashokasanjeevini2@gmail.com
Ashraya Hospital,"Jadhav Corner, Kala Khadak, Dange Chowk, Wakad, Pune411057",Maharashtra,Pune,411057,8007538080,ASHRAYAHOSPITAL21@GMAIL.COM
Ashraya Hospital,"# 1977/ 1 & 2, M C C A Block, Shamanur Road, Davangere",Karnataka,Davangere,577004,8192224679,ashraya@ymail.com
Ashraya Hospital,"PB NO. 77, NAIDU STREET",Karnataka,Chikkamagaluru,577101,9964488888,ASHRAYAHOSPITALCKM@GMAIL.COM
Ashraya Hospital,"TAGORE ROAD, 1st CROSS,",Karnataka,Gadag,582101,9986377009,AASHRAYAHOSPITALGADAG@GMAIL.COM
Ashraya Medinova Pvt Ltd,"Magadi Main Road, Sunkadakatte, Bangalore",Karnataka,Bengaluru,560091,9880020140,ashrayahospital@gmail.com
Ashsheefa Hospital & Cardiac Centre,"SAHARARHAT,JAGANNATHPUR,FALTA-24,PARGANAS.",West Bengal,South 24 Parganas,743504,6295122937,
Ashtamudi Hospital And Trauma Care Centre,"45, BYPASS ROAD , MEVARAM JUNCTION",Kerala,Kollam,691020,9745665652,ASHTAMUDIHOSPITAL@GMAIL.COM
Ashtvinayak Hospital,"Plot-10, Sector-6, Khanda Colony, New Panvel(W)",Maharashtra,Raigad,410206,9819194395,ashtvinayakhospital@gmail.com
Ashtvinayak Hospital And Prashutigruh,"Talegoan Road,Karnjenagar,Shikrapur.",Maharashtra,Pune,412208,9881214122,INSURANCEASHTAVINAYAK@GMAIL.COM
Ashutosh Hospital,"Engineering School Road, In Front Of Depaul School",Odisha,Berhampur,760010,9437263040,ASHUTOSHHOSPITALBERHAMPUR@GMAIL.COM
Ashutosh Hospital And Trauma Centre Pvt Ltd,"15/20, HAMIRPUR ROAD, OPP KAMLA NEHRU HOSPITAL, ALLAHABAD",Uttar Pradesh,Allahabad,211002,9889060330,ashu_hospi@rediffmail.com
Ashutosh Orthopedic Hospital,"2 ND FLOOR,SHEFALI SHOPPING CENTER,BESIDE SHEFALI CINEMA,KADI",Gujarat,Kadi,382715,9316431891,ashutoshorrthopedichospital@gmail.com
Ashvinayak Hospitals ,Plot number p21 patalganga residential area taluka khalapur ,Maharashtra,Raigad,410220,9819194395,ASHTVINAYAKHOSPITALINSURANCE@GMAIL.COM
Ashvini Maternity And Nursing Home,"Plot 59/1, Old Thana Naka Road",Maharashtra,Raigad,410206,9833863929,DR.RAGHUVIR@GMAIL.COM
Ashwamedh Orthopaedic Hospital,"103,First Floor,",Maharashtra,Thane,421201,9820803980,AOH2022.HOPE@GMAIL.COM
Ashwath Childrens Hospital,"Beside Pragathi College, Opp Lane Suraksha Critical Care,",Telangana,Siddipet,502103,9553525020,ASHWATHSIDDIPET4@GMAIL.COM
Ashwattha Multispeciality Hospital,"Basaveshwara Colony Main Road, Near Sangtrashwadi Masjid, Kalaburagi - 585101",Karnataka,Gulbarga,585101,8951338777,ashwamultihospital2022@gmail.com
Ashwin Polyclinic Pvt Ltd,"#1, Alamu Nagar, Road",Tamil Nadu,Coimbatore,641012,9843425252,ASHWINHOSPITALCBE@GMAIL.COM
Ashwini Accident And Multispeciality Hospital,"Govind Nagar, Chowk No.5, Behind Prakash Petrol Pump",Maharashtra,Nashik,422009,0253 - 2599994,autadegj@gmail.com
Ashwini Accident And Neuro Care Center Latur,"OPP. BANK OF BARODA, AUSA ROAD ",Maharashtra,Latur,413512,225611,ASHWINIHOSPITALS.LATUR@GMAIL.COM
Ashwini Accident Hospital,"Ganesh Apt, Ground floor, L J road",Maharashtra,Mumbai,400016,24455155/24455105,ashwinihospital10@gmail.com
Ashwini Eye Care,"Plot No 144, Door No 94, North Park Street Venkatapuram Ambattur",Tamil Nadu,Chennai,600083,9840136322,ASHWINIEYECAREHOSPITAL@YAHOO.IN
Ashwini General Hospital,Mukam Post Barne Vasti Man Tel Mulshi Pune,Maharashtra,Pune,411027,9405814670,HOSPITALHWINI45@GMAIL.COM
Ashwini Hospital ,"Old Phaltan Road , Lonand ",Maharashtra,Satara,415521,9422605914,ashwinihospital2007@gmail.com
ASHWINI HOSPITAL,joharapuram road kurnool,Andhra Pradesh,Kurnool,518002,9618030871,ashwinihospital.cashless@gmail.com
Ashwini Hospital,4/17-2 Iyer Bungalow Road Moondrumavadi K Pudur,Tamil Nadu,Madurai,600007,9662736653,ASHWINIMSH2012@GMAIL.COM
Ashwini Hospital,"Sector-1, C.D.A , Bidanasi",Odisha,Cuttack,753002,9238008804,ashwinihosp_ctc@yahoo.co.in
Ashwini Hospital,"B B Road, Yelahanka Bangalore",Karnataka,Bengaluru,560064,9845009961,ashwiniynk99@rediffmail.com
Ashwini Hospital,# 1/706 ,Andhra Pradesh,Kadapa,516003,254124,INSURANCEASHWINIHOSPITAL@GMAIL.COM
Ashwini Hospital And Iccu,"1st Floor, Lalan Building annexe, P. K. Road",Maharashtra,Mumbai,400080,25611177,MAYURSHAH_123@YAHOO.IN
Ashwini Hospital Yellareddipet,H.No:-10-182/C Mandal Yellareddypet District:-Rajanna Sircilla-505303,Telangana,RAJANNA SIRCILLA,505303,9000700624,ASHWINIHOSPITALS.YELLAREDDYPET@GMAIL.COM
Ashwini Hospital.,"Vishal Chambers, Sambhaji Bridge, Venuse Corner,Kolhapur",Maharashtra,Kolhapur,416001,2660075,ashwinihospitaltpa@gmail.com
Ashwini Kidney And Dialysis Centre,"301/B, Neeti Gaurav Complex, 21, Central Bazar Road Ramdashpeth, Nagpur",Maharashtra,Nagpur,440010,0712 - 2448520 / 2460766,OOKALKAR@YAHOO.CO.IN
Ashwini Sahakari Rugnalaya Ani Sanshodhan Kendra Niymit,Sarve No - 7107/1 Tank Plot No 180 North Sadar Bazar,Maharashtra,Solapur,413003,9371289878,ASHWINIHOSP@YAHOO.COM
Ashwini Trauma Centre (Unit Of Chpl),"Plot No.1-Com/14, Sector-1, Cda, Bidanasi, Cuttuck",,,753014,9238008809,CORPORATE.ATC@ASHWINIHOSPITALS.IN
Asian Citicare Superspeciality Hospital,Motiwala Square,Maharashtra,Aurangabad,431001,3058100 / 101,insurance@ach.org.in
Asian City Hospital,"Behind P&M Mall, Patliputra Industrial Area",Bihar,Patna,800013,7260802004,tpa-pt@aimsindia.com
Asian Dwarkadas Jalan Super Specialty Hospital,"Bartand,City Centre,Dhanbad",Jharkhand,Dhanbad,826001,9693916551,INFO-DB@AIMSINDIA.COM
Asian Eye Hospital And Laser Institute,"SAKAR 10, ABOVE FAB INDIA ",Maharashtra,Nagpur,440001,9232141481,tpa.asianeye@gmail.com
Asian Eye Institute,"174, Dr.Ambedkar Road, 1st floor,Irani Building",Maharashtra,Mumbai,400014,24180124,hitesh651@rediffmail.com
Asian Eye Institute And Laser Centre,"10A plot, Satyanarayan Apt. Opp. G.H. School, Off. M.G. Road, Borivili (E), Mumbai",Maharashtra,Mumbai,400066,8793733308,hitesh651@rediffmail.com
Asian Eye Institute And Laser Centre,"Pushpa Plaza , 1st floor, ",Maharashtra,Mumbai,401305,9967763419,HITESH651@REDIFFMAIL.COM
Asian Globus Liver And Gatroenterology,"E-5/24,near Bittan market,opp arera petrol pump,arera colony",Madhya Pradesh,Bhopal,462001,4701333/420133,asianglobus@gmail.com
Asian Heart Institute,"G/N Block, Bandra Kurla Complex , Bandra(East)",Maharashtra,Mumbai,400051,9930444573,TPA.HELPDESK@AHIRC.COM
Asian Hospital And Research Institute,Kwakeithel Bazar,Manipur,Imphal,795001,9612450954,ASIAN.HOSPITAL.IMPHAL@GMAIL.COM
Asian Hospitals,"Vinukonda Road, Limgamguntla, Narasaropet, Palnadu District - 522601",Andhra Pradesh,Guntur,522601,9880210184,ASIANHOSPITALS2022@GMAIL.COM
Asian Institute Of Gastroenterology,"H.No.6-3-661, Somajiguda, Hyderabad",Telangana,Hyderabad,500082,9959563143,aigipbilling@yahoo.com
